Date,Close,Open,High,Low,Volume
2015-10-24,283.42,281.78,290.0,280.97,211.46338589400003
2015-10-23,280.91,278.25,283.95,276.89,748.689338414
2015-10-22,278.7,271.5,279.98,271.5,629.850625955
2015-10-21,271.5,272.5,272.75,269.5,392.22200585300004
2015-10-20,275.99,273.87,275.99,266.89,90.6603880335
2015-10-19,268.5,269.99,274.77,265.0,249.95085314099998
2015-10-18,268.75,269.26,274.89,264.01,24.952071745300003
2015-10-17,273.5,270.0,274.98,267.71,204.25130895400002
2015-10-16,265.42,257.19,285.0,255.9,552.129456783
2015-10-15,255.31,254.59,258.98,253.0,410.96192957
2015-10-14,253.0,251.0,256.15,250.7,184.55206856400002
2015-10-13,250.8,245.75,252.87,245.75,154.68659615299998
2015-10-12,247.62,248.98,248.98,245.75,71.0477426014
2015-10-11,246.3,246.3,249.5,245.96,22.7470905831
2015-10-10,245.37,245.51,246.3,244.6,30.8705493027
2015-10-09,244.0,243.6,249.97,243.6,61.5870675401
2015-10-08,244.92,0.0,245.0,0.0,34.7547026012
2016-12-31,964.96,958.0,974.55,950.01,685.501909738
2016-12-30,959.53,960.01,968.83,929.9,1412.52600122
2016-12-29,967.0,973.25,980.68,950.3,2098.1237887
2016-12-28,951.77,950.02,985.43,948.48,2588.41169625
2016-12-27,935.3,900.86,952.58,900.86,2470.42461908
2016-12-26,905.97,911.68,911.68,896.22,701.6850206160001
2016-12-25,877.73,870.32,919.41,860.76,822.024056044
2016-12-24,896.41,911.03,915.94,870.29,976.039938015
2016-12-23,890.19,888.38,923.47,881.99,3942.22907994
2016-12-22,863.84,838.91,896.42,838.91,4690.89472781
2016-12-21,827.42,804.85,840.83,804.85,3721.28515182
2016-12-20,791.18,790.0,804.85,788.11,2702.58599408
2016-12-19,789.92,790.68,790.99,785.1,3079.00234476
2016-12-18,786.82,789.99,790.68,785.71,522.943535314
2016-12-17,787.16,787.0,789.99,787.0,713.00533729
2016-12-16,780.39,776.52,791.13,774.92,2668.50917818
2016-12-15,777.84,779.69,779.7,774.16,3677.08532949
2016-12-14,773.89,777.52,780.25,772.65,2457.54436179
2016-12-13,780.63,775.28,780.99,772.61,2293.94819074
2016-12-12,779.43,770.97,790.84,768.26,2471.04309992
2016-12-11,767.31,766.01,770.99,766.0,508.476090862
2016-12-10,775.99,774.99,775.99,765.28,801.034220878
2016-12-09,770.2,767.5,775.83,764.5,2108.2352883000003
2016-12-08,770.88,764.37,772.46,763.88,1874.77292167
2016-12-07,765.19,758.99,769.98,752.24,2444.23101569
2016-12-06,759.05,755.73,759.38,754.0,2102.15102423
2016-12-05,753.55,760.98,760.98,743.73,2386.33667369
2016-12-04,767.0,766.85,769.97,760.51,531.535449502
2016-12-03,766.78,773.15,774.13,760.51,963.228194763
2016-12-02,771.89,764.87,777.05,764.87,3146.46998039
2016-12-01,753.88,744.99,764.97,744.98,2534.72059099
2016-11-30,740.24,733.88,745.5,732.99,2157.53703106
2016-11-29,732.0,733.99,735.36,731.88,2065.97218983
2016-11-28,730.94,732.99,734.6,724.81,2570.79634215
2016-11-27,733.99,731.23,733.99,728.35,1351.96752051
2016-11-26,727.69,741.74,741.81,724.49,586.768787989
2016-11-25,734.68,732.97,742.54,730.25,1728.41237242
2016-11-24,728.01,741.51,742.18,728.0,1473.53494983
2016-11-23,738.38,748.35,748.35,732.18,1872.16947081
2016-11-22,745.95,734.41,751.67,733.52,4055.86760861
2016-11-21,734.79,730.27,738.73,725.45,1990.26228386
2016-11-20,725.68,751.99,751.99,710.03,1372.2144757
2016-11-19,748.19,749.98,755.5,745.0,558.362755925
2016-11-18,749.98,738.6,750.0,738.6,1291.38292812
2016-11-17,745.0,742.99,750.0,733.5,2688.35674534
2016-11-16,729.98,711.9,742.99,710.36,3406.98319091
2016-11-15,711.21,712.73,716.85,709.27,2624.9263266999997
2016-11-14,700.8,704.54,714.97,696.37,1718.31805435
2016-11-13,696.01,695.01,704.54,684.46,755.7757997680001
2016-11-12,704.02,715.21,715.22,693.0,677.408401443
2016-11-11,717.63,711.66,718.07,711.66,1665.75859549
2016-11-10,713.73,719.02,719.18,705.99,3151.17787092
2016-11-09,722.86,730.38,739.85,718.33,2651.68269415
2016-11-08,710.08,709.01,730.6,704.01,3250.40889658
2016-11-07,703.58,706.1,709.95,701.24,3076.54884874
2016-11-06,699.23,712.0,714.91,698.85,939.192334503
2016-11-05,703.44,704.66,712.0,698.0,957.320412782
2016-11-04,694.03,701.61,707.83,689.73,3344.26225087
2016-11-03,716.73,742.49,743.35,674.98,4492.01272741
2016-11-02,724.06,725.91,746.15,720.04,2949.63440037
2016-11-01,726.03,709.54,736.61,707.47,2181.20475822
2016-10-31,707.41,695.13,709.77,694.75,3426.18995659
2016-10-30,705.56,708.26,710.14,685.04,923.656739154
2016-10-29,713.03,702.07,722.21,695.23,1722.58759637
2016-10-28,687.76,682.54,702.59,682.54,2914.19166344
2016-10-27,678.63,681.15,683.26,676.75,2522.83224828
2016-10-26,667.01,657.01,682.47,657.01,3396.56456353
2016-10-25,653.73,652.2,658.99,646.99,2548.07846499
2016-10-24,648.72,648.88,652.57,645.36,3508.25784019
2016-10-23,653.26,657.16,657.16,646.87,418.729172549
2016-10-22,646.55,630.99,664.54,630.99,2119.59134222
2016-10-21,631.55,629.99,631.87,628.23,2699.37050839
2016-10-20,625.65,625.41,629.99,622.83,1980.53546372
2016-10-19,627.69,635.0,637.29,625.28,3041.20041139
2016-10-18,636.83,636.65,638.88,633.69,2567.18824077
2016-10-17,637.83,635.01,638.31,634.52,2737.18252014
2016-10-16,639.25,636.98,640.68,635.01,853.3140222889999
2016-10-15,639.47,639.47,639.47,633.23,617.865640675
2016-10-14,638.25,636.56,641.59,632.44,3169.27365955
2016-10-13,636.62,639.97,639.97,634.64,3149.84385471
2016-10-12,637.73,637.29,640.0,634.74,3793.9677133
2016-10-11,632.82,617.38,640.0,617.38,4369.28608649
2016-10-10,615.12,617.98,617.99,614.73,2120.54194194
2016-10-09,617.92,617.98,618.01,615.18,745.0501354969999
2016-10-08,616.97,617.99,618.38,616.96,828.0731116110001
2016-10-07,616.13,610.3,617.99,610.3,3053.57238862
2016-10-06,613.18,612.08,613.19,610.0,3300.52691306
2016-10-05,613.1,610.4,613.94,609.67,2542.90503284
2016-10-04,610.78,612.88,612.98,609.05,2766.74272702
2016-10-03,611.99,610.5,613.0,610.5,2561.5128305999997
2016-10-02,607.46,614.04,614.04,606.995,781.522580092
2016-10-01,614.63,611.51,616.0,611.51,1022.56717623
2016-09-30,604.99,604.87,612.53,603.51,3418.09935728
2016-09-29,605.4,604.17,606.52,603.86,3596.24079943
2016-09-28,604.94,604.04,604.94,602.75,3284.09828154
2016-09-27,605.39,606.14,607.2,601.11,3734.92714949
2016-09-26,605.8,600.0,607.58,599.99,2300.44073275
2016-09-25,599.01,601.48,601.48,598.19,1486.60297696
2016-09-24,601.18,602.0,603.28,598.51,1621.35110638
2016-09-23,598.99,595.14,602.0,595.13,4945.69507226
2016-09-22,595.93,595.7,596.17,593.82,2933.7034236
2016-09-21,595.6,597.2,599.0,592.93,4171.79305978
2016-09-20,608.36,607.84,608.69,591.95,881.6861129539999
2016-09-19,608.55,609.98,610.3,607.23,1762.8947641
2016-09-18,607.99,606.38,609.99,606.37,246.282665967
2016-09-17,606.37,607.4,607.61,606.36,384.079663146
2016-09-16,606.51,606.97,609.03,606.26,1126.0036530999998
2016-09-15,608.57,605.25,608.98,605.25,1151.61977792
2016-09-14,609.78,607.51,610.73,604.71,1312.72835515
2016-09-13,606.7,607.99,610.78,605.84,732.9655721889999
2016-09-12,605.77,606.81,609.13,604.08,777.300260184
2016-09-11,623.28,622.11,628.79,591.93,811.734284779
2016-09-10,621.21,620.01,623.8,619.33,324.453955141
2016-09-09,621.31,623.3,623.3,618.24,999.839075413
2016-09-08,627.2,614.65,628.23,614.65,1460.79106364
2016-09-07,614.99,613.45,617.1,609.9,1453.80003841
2016-09-06,609.89,606.31,613.53,605.43,581.4826097519999
2016-09-05,604.8,606.09,607.11,601.1,293.669017141
2016-09-04,608.49,600.66,611.84,600.59,400.856112577
2016-09-03,575.42,574.75,607.14,500.0,1389.00470853
2016-09-02,575.69,570.86,577.35,570.84,882.092472944
2016-09-01,572.89,576.94,576.94,570.73,966.457098156
2016-08-31,573.44,574.18,577.35,572.52,1778.33308329
2016-08-30,576.7,573.37,579.36,573.37,1188.16873164
2016-08-29,575.52,574.99,575.99,571.71,1080.3838798
2016-08-28,571.48,570.32,574.99,570.21,316.001346915
2016-08-27,568.02,576.04,576.04,568.01,296.76989015099997
2016-08-26,577.97,575.77,578.99,575.76,615.2844704180001
2016-08-25,573.04,575.96,575.99,566.0,1984.40181598
2016-08-24,578.53,581.98,581.99,574.3,923.2689374089999
2016-08-23,581.05,585.98,585.99,580.66,905.876211544
2016-08-22,585.9,580.76,588.96,580.07,1443.15885032
2016-08-21,580.99,580.99,581.75,579.21,158.52661089
2016-08-20,577.99,573.75,580.99,573.75,460.192065192
2016-08-19,574.46,575.43,576.99,570.0,1488.41803774
2016-08-18,575.01,574.41,576.72,573.0,1223.8305695000001
2016-08-17,573.97,578.43,579.61,571.16,1392.10731141
2016-08-16,577.28,566.99,582.87,565.11,1969.12118137
2016-08-15,562.38,572.99,573.43,560.32,1320.63520909
2016-08-14,571.27,583.14,584.37,566.0,508.383205224
2016-08-13,585.99,584.65,589.01,583.14,230.94547503299998
2016-08-12,589.18,587.01,590.22,584.13,1199.65865768
2016-08-11,592.91,596.91,597.19,587.01,1030.62248623
2016-08-10,598.15,587.76,600.0,587.26,1242.61114079
2016-08-09,590.82,591.32,592.9,583.43,1503.28906575
2016-08-08,593.73,589.91,598.99,587.01,1124.08183952
2016-08-07,598.99,591.49,598.99,583.68,460.32188250800004
2016-08-06,575.51,576.17,592.99,572.14,618.977796377
2016-08-05,576.19,581.0,581.81,572.0,1457.16260899
2016-08-04,575.0,590.0,598.0,567.61,1114.49620707
2016-08-03,552.03,545.99,602.15,537.92,1492.51966252
2016-08-02,599.19,603.64,608.01,456.36,3861.19814984
2016-08-01,622.0,619.85,626.23,603.0,1450.48096459
2016-07-31,634.28,637.4,638.41,616.45,704.668992314
2016-07-30,657.37,657.98,657.99,636.33,284.876821786
2016-07-29,656.35,657.41,657.99,655.87,1026.02257417
2016-07-28,659.13,657.99,659.24,654.63,598.179936162
2016-07-27,656.99,652.72,659.68,652.72,712.244456594
2016-07-26,654.71,656.72,659.1,646.27,1279.20133821
2016-07-25,657.49,662.1,662.11,652.74,795.481973309
2016-07-24,661.61,655.47,665.08,652.7,409.843938018
2016-07-23,655.92,652.85,656.85,651.78,280.314080011
2016-07-22,653.28,665.99,666.99,644.08,851.572307162
2016-07-21,665.19,660.02,667.31,660.02,690.54655444
2016-07-20,665.67,672.99,673.52,660.02,2146.62500157
2016-07-19,672.12,673.42,674.43,667.67,717.739962517
2016-07-18,681.61,682.02,682.02,667.49,862.855559821
2016-07-17,669.99,666.54,687.56,665.15,1369.74732744
2016-07-16,662.01,667.74,668.72,660.0,270.075666828
2016-07-15,662.99,663.99,669.01,661.62,764.355875276
2016-07-14,662.05,652.38,663.99,650.67,1406.14276176
2016-07-13,662.41,664.73,668.58,652.37,1523.48326784
2016-07-12,661.0,650.03,674.83,647.73,1880.16431489
2016-07-11,648.59,656.67,658.33,645.0,936.62725617
2016-07-10,645.02,650.27,658.99,640.4,442.507772239
2016-07-09,658.22,656.81,661.99,625.33,1388.36628033
2016-07-08,651.53,641.78,662.71,640.3,906.338110271
2016-07-07,638.27,673.12,673.12,611.35,2060.51077921
2016-07-06,675.18,677.0,679.51,666.84,806.233271602
2016-07-05,667.39,679.89,679.89,661.13,1330.42598241
2016-07-04,672.16,670.0,679.89,665.58,888.2109251439999
2016-07-03,653.72,692.11,693.65,645.86,559.749523889
2016-07-02,691.18,679.52,703.03,678.32,935.0849573999999
2016-07-01,674.2,687.96,688.01,671.44,1692.94557552
2016-06-30,667.78,638.47,693.31,637.34,2257.45342395
2016-06-29,634.69,640.25,648.7,631.43,1579.21795761
2016-06-28,645.44,657.09,657.09,636.46,1266.65171883
2016-06-27,635.4,649.13,657.15,628.48,1623.16521916
2016-06-26,622.24,665.01,665.01,614.04,866.2703744319999
2016-06-25,684.29,696.98,696.98,646.42,384.15611956699996
2016-06-24,642.78,653.5,696.99,641.08,1547.82361496
2016-06-23,561.0,586.75,654.56,560.01,3498.70190746
2016-06-22,644.65,657.2,674.99,560.01,3283.29824529
2016-06-21,667.12,699.0,712.33,625.0,2946.84005071
2016-06-20,740.9,760.21,762.81,639.35,2246.94750486
2016-06-19,765.0,752.51,765.0,746.28,703.113448883
2016-06-18,757.9,740.65,788.55,740.65,1606.60482419
2016-06-17,745.65,774.32,774.32,707.45,3135.76336757
2016-06-16,739.64,730.0,774.32,722.85,5321.34156608
2016-06-15,687.9,674.68,730.0,668.39,2777.59827835
2016-06-14,673.77,694.53,694.71,662.01,4962.81942618
2016-06-13,688.02,680.73,719.0,675.0,3637.02759547
2016-06-12,648.01,632.51,683.85,627.22,1913.65008657
2016-06-11,585.08,583.45,633.25,583.45,1439.05563082
2016-06-10,576.86,576.68,583.45,575.05,1333.07141481
2016-06-09,577.03,580.15,581.0,572.42,1012.18610988
2016-06-08,577.23,577.73,583.75,574.87,1596.8749990999997
2016-06-07,576.11,586.1,587.07,566.75,898.5689852360001
2016-06-06,585.52,579.61,589.08,579.59,1480.45876416
2016-06-05,575.07,580.0,584.8,566.56,353.769097301
2016-06-04,576.75,572.3,590.0,562.48,728.867079627
2016-06-03,563.28,536.83,577.13,535.71,2131.39185136
2016-06-02,536.29,536.77,539.99,533.25,1345.38876603
2016-06-01,536.02,526.86,544.99,526.86,2207.14844044
2016-05-31,526.1,530.0,544.84,520.86,1404.17721019
2016-05-30,532.25,527.98,542.81,526.23,407.201723405
2016-05-29,520.0,515.51,558.46,500.0,647.75934157
2016-05-28,497.41,491.83,535.73,491.82,1772.42131305
2016-05-27,473.97,471.72,494.64,471.29,1510.71130844
2016-05-26,453.99,449.99,471.73,449.98,1665.30781761
2016-05-25,447.62,446.99,449.99,446.98,733.6350918710001
2016-05-24,445.93,443.33,446.99,443.33,1277.59009754
2016-05-23,442.34,438.62,443.99,438.62,1429.49417423
2016-05-22,440.03,440.94,441.15,436.48,319.188826962
2016-05-21,443.42,443.46,443.46,440.22,992.9951977110001
2016-05-20,443.0,439.65,443.63,439.64,1056.70487521
2016-05-19,448.68,454.43,454.51,438.2,1483.08203934
2016-05-18,455.96,454.99,455.99,454.27,1520.85676203
2016-05-17,454.1,453.99,455.48,452.74,1186.86152248
2016-05-16,458.0,457.99,458.67,452.54,1132.0700232000002
2016-05-15,456.88,456.74,457.99,456.36,265.085941008
2016-05-14,456.11,457.48,457.48,454.01,277.28862821900003
2016-05-13,456.4,455.79,458.0,454.03,1116.6751152000002
2016-05-12,453.47,452.99,455.83,449.3,1365.49167135
2016-05-11,453.99,452.21,454.05,451.8,1389.86481654
2016-05-10,453.46,462.98,462.98,446.01,1274.72719875
2016-05-09,461.99,458.0,463.99,456.81,1282.16985989
2016-05-08,458.05,458.47,458.87,456.92,132.742766364
2016-05-07,459.24,459.36,461.88,458.03,476.115416902
2016-05-06,453.99,448.46,463.4,448.28,993.278500826
2016-05-05,447.67,448.0,448.99,447.01,757.080767788
2016-05-04,448.98,451.99,451.99,447.46,1314.11610122
2016-05-03,447.61,443.7,452.0,443.7,1110.8677865999998
2016-05-02,443.52,453.38,453.87,441.31,1773.10612451
2016-05-01,453.23,449.14,453.99,449.14,506.68213652
2016-04-30,454.23,455.83,455.83,448.24,237.94554204599999
2016-04-29,451.42,448.98,456.98,448.83,1464.10596121
2016-04-28,448.09,442.23,448.99,439.18,1608.67668559
2016-04-27,456.27,468.44,469.36,435.72,2644.20999605
2016-04-26,467.04,465.2,470.69,464.0,1141.13301548
2016-04-25,459.0,459.13,468.67,453.78,2756.98598268
2016-04-24,451.6,455.32,462.88,449.97,1128.27375184
2016-04-23,450.82,448.33,457.42,447.23,1355.58858243
2016-04-22,447.16,446.35,449.99,445.26,1031.05350758
2016-04-21,443.69,443.98,451.03,441.86,2163.12822687
2016-04-20,440.49,435.47,445.0,435.47,1883.55948523
2016-04-19,427.99,427.98,435.47,427.98,1398.83541476
2016-04-18,427.81,427.91,428.71,427.41,1064.65354397
2016-04-17,429.48,430.09,430.09,426.2,288.462324458
2016-04-16,430.09,429.52,432.5,429.52,623.304465966
2016-04-15,429.7,425.96,429.84,425.06,1426.52208299
2016-04-14,424.99,425.29,425.96,424.1,986.42843886
2016-04-13,425.54,426.69,426.69,421.99,2022.00888323
2016-04-12,426.2,424.99,427.24,424.98,1469.25764826
2016-04-11,421.9,420.72,425.02,419.51,1223.71937995
2016-04-10,420.64,417.12,420.74,417.05,415.563316609
2016-04-09,417.16,414.56,417.46,414.56,360.59736908699995
2016-04-08,424.18,422.56,424.39,412.21,2946.47316829
2016-04-07,422.31,422.3,422.84,419.65,1034.14295135
2016-04-06,422.47,422.48,423.28,422.29,1285.40464176
2016-04-05,422.49,422.83,423.44,421.82,882.366706984
2016-04-04,419.59,419.45,422.98,417.74,903.122106331
2016-04-03,419.0,419.99,420.0,418.93,104.42922594
2016-04-02,420.0,420.25,420.57,419.99,193.796999035
2016-04-01,416.39,416.43,421.18,414.59,1332.70735407
2016-03-31,415.62,414.99,416.94,414.26,1087.0230237
2016-03-30,412.0,414.38,414.99,408.62,757.047079922
2016-03-29,411.79,423.74,423.75,405.83,1431.93959742
2016-03-28,422.45,422.89,423.99,422.0,892.972502251
2016-03-27,423.74,416.66,426.75,416.65,1845.88544878
2016-03-26,416.81,416.9,416.98,416.65,462.74082003
2016-03-25,416.41,414.39,416.98,414.39,851.8294686639999
2016-03-24,416.2,416.85,416.85,412.79,1075.24336452
2016-03-23,417.06,416.99,418.54,416.85,792.008702971
2016-03-22,416.62,414.35,418.0,414.35,854.241956446
2016-03-21,410.47,408.69,414.35,408.66,863.094572912
2016-03-20,410.0,409.99,410.99,408.67,243.894851128
2016-03-19,407.71,408.17,410.0,405.66,609.633948654
2016-03-18,409.0,418.01,418.01,403.47,1147.85007908
2016-03-17,418.77,416.99,419.0,416.99,904.555265458
2016-03-16,415.0,415.41,416.99,414.71,1324.32687453
2016-03-15,414.36,414.99,416.09,414.36,1301.92815753
2016-03-14,413.82,412.97,414.99,412.08,742.3750979380001
2016-03-13,410.59,409.26,412.97,409.25,1648.62310284
2016-03-12,409.26,417.61,420.0,405.96,1064.07429657
2016-03-11,419.33,414.95,420.34,414.95,1623.88046493
2016-03-10,413.81,411.01,415.04,410.07,1788.99096841
2016-03-09,412.08,410.3,412.99,408.62,2731.92670432
2016-03-08,409.74,413.48,413.49,408.0,1921.36666388
2016-03-07,406.53,401.41,413.48,401.41,2524.54007146
2016-03-06,403.17,378.71,403.96,378.71,117.716805368
2016-03-05,387.48,405.1,405.99,367.0,2442.13889489
2016-03-04,417.41,419.65,419.81,401.38,3128.37651536
2016-03-03,419.13,418.65,421.29,414.06,2681.645359
2016-03-02,428.79,432.49,432.49,417.77,1319.27304862
2016-03-01,431.31,434.86,434.93,427.41,817.916070379
2016-02-29,436.15,434.0,440.99,434.0,1100.41236459
2016-02-28,433.31,423.04,434.0,422.92,301.954468346
2016-02-27,430.36,433.2,433.2,421.01,380.947681278
2016-02-26,423.99,420.01,434.18,420.01,1041.83055894
2016-02-25,421.55,420.5,423.99,416.86,500.671558213
2016-02-24,421.98,418.86,426.55,410.82,965.180695191
2016-02-23,421.88,438.04,438.04,412.07,1663.80111252
2016-02-22,438.75,436.21,440.12,433.44,1103.72491152
2016-02-21,428.64,439.99,448.0,426.2,621.375800532
2016-02-20,429.84,420.9,442.0,420.89,971.996153928
2016-02-19,420.99,421.04,421.99,416.18,901.3556845119999
2016-02-18,416.92,419.96,422.92,414.44,1821.32090987
2016-02-17,418.59,407.05,420.25,407.04,1378.52514025
2016-02-16,406.99,400.73,409.78,398.23,1211.85262901
2016-02-15,400.98,405.22,406.87,396.71,613.55032473
2016-02-14,401.99,398.71,407.94,396.34,1302.10939733
2016-02-13,385.0,384.99,398.71,384.99,773.052944481
2016-02-12,381.25,376.99,384.99,376.98,1689.56734751
2016-02-11,377.06,380.42,380.57,373.07,962.619944162
2016-02-10,379.91,374.0,384.19,374.0,1727.53214138
2016-02-09,374.67,372.98,377.09,371.83,965.6413923069999
2016-02-08,375.64,376.57,377.86,371.31,969.0050235110001
2016-02-07,376.98,374.77,378.55,373.39,169.365495815
2016-02-06,375.77,379.68,379.68,371.09,280.14144295
2016-02-05,388.68,386.21,389.42,378.01,1037.89485364
2016-02-04,384.29,371.52,391.7,371.5,1681.94535832
2016-02-03,370.68,372.5,373.04,367.41,1004.71498317
2016-02-02,375.05,373.58,375.41,369.33,1027.89454478
2016-02-01,374.24,374.22,378.99,369.53,919.5986512060001
2016-01-31,378.99,379.56,380.0,366.62,227.471017215
2016-01-30,379.31,378.63,379.99,374.53,239.414263815
2016-01-29,379.59,369.7,383.97,368.55,776.057279474
2016-01-28,383.88,381.19,384.73,365.0,608.77385071
2016-01-27,394.13,392.7,396.99,378.36,697.5645495780001
2016-01-26,392.0,392.41,396.79,389.0,799.0534562539999
2016-01-25,397.58,397.58,400.0,387.65,1376.31941443
2016-01-24,401.98,389.49,404.24,387.78,493.187315492
2016-01-23,386.4,404.99,404.99,380.03,224.32798230400002
2016-01-22,395.95,402.06,416.99,375.0,2450.20144759
2016-01-21,415.4,418.17,420.3,402.06,1603.88937825
2016-01-20,412.2,380.12,425.38,378.12,3154.41168381
2016-01-19,382.01,382.43,385.53,376.27,4029.45354691
2016-01-18,386.04,380.6,387.25,374.83,2986.07418755
2016-01-17,386.46,384.23,386.46,379.66,173.599805599
2016-01-16,367.83,370.87,389.85,353.32,671.971349839
2016-01-15,394.13,420.35,420.35,355.84,1790.28964533
2016-01-14,431.5,432.23,433.93,419.95,283.787712203
2016-01-13,429.97,431.65,434.0,425.2,1073.79640931
2016-01-12,445.88,447.02,447.4,420.0,690.1731747189999
2016-01-11,446.79,449.65,451.64,445.2,692.278493395
2016-01-10,441.73,446.84,450.37,440.01,15.1715039072
2016-01-09,449.53,452.14,452.83,443.81,152.52130670100001
2016-01-08,455.95,458.3,458.3,448.52,469.460070105
2016-01-07,454.06,441.0,464.0,438.94,1829.99746071
2016-01-06,431.7,427.88,445.8,427.88,698.2147915789999
2016-01-05,433.39,432.57,435.07,427.88,268.741735904
2016-01-04,432.92,426.0,436.49,426.0,452.280463434
2016-01-03,425.85,427.33,430.18,409.11,354.53326577300004
2016-01-02,436.72,432.7,439.53,427.33,272.308278881
2016-01-01,434.28,432.68,437.8,430.51,126.470503992
2017-12-31,13300.0,13000.66,14191.2,12572.0,7456.85898879
2017-12-30,12954.79,13962.62,14083.39,12481.44,8238.10427288
2017-12-29,14530.96,14881.76,15115.1,13600.0,7099.35999323
2017-12-28,14220.79,14439.36,15100.0,13514.81,9463.19486386
2017-12-27,15299.99,15880.0,16500.0,14000.0,11025.7588504
2017-12-26,15794.2,14690.0,16150.0,14555.31,7286.36966825
2017-12-25,14011.36,13550.4,14786.08,13317.0,5226.06286299
2017-12-24,13647.8,14306.01,14699.0,12600.0,9598.50644928
2017-12-23,15894.0,14970.18,15894.0,13701.0,8498.33048616
2017-12-22,13234.51,14238.85,15489.0,10611.0,35036.1444333
2017-12-21,15584.95,16912.07,17375.2,13111.11,18041.6704411
2017-12-20,16508.75,16890.13,17881.37,15800.0,12909.4061174
2017-12-19,18043.33,18964.09,18970.0,15600.0,17482.1512104
2017-12-18,18851.23,18720.0,19315.01,18233.53,6318.67150773
2017-12-17,19551.56,19172.5,19999.0,18125.45,7436.80676009
2017-12-16,18969.96,17750.0,19739.0,17750.0,5964.61729291
2017-12-15,17605.0,17300.0,17920.0,16900.0,5619.77671935
2017-12-14,16507.49,16300.0,17692.15,16157.54,9932.16606843
2017-12-13,17230.0,16909.18,17400.0,15902.0,10556.7220395
2017-12-12,17149.93,16450.0,17613.0,16347.71,10051.5501876
2017-12-11,16624.87,16638.88,17488.0,16260.3,9525.73120601
2017-12-10,15481.01,13200.0,16984.61,13178.0,14633.030726800002
2017-12-09,15218.5,15942.35,16100.0,13141.5,9967.75695406
2017-12-08,15700.01,16783.25,17000.0,14000.0,18632.6097346
2017-12-07,15765.89,13812.76,17712.65,13799.0,26024.938686200003
2017-12-06,12550.01,12230.0,14711.22,12136.64,19236.3478433
2017-12-05,11801.62,11626.56,12300.02,11489.92,8935.40561673
2017-12-04,11359.98,11399.99,11714.21,10850.0,7025.25524068
2017-12-03,11730.0,10954.92,11870.0,10500.17,10848.8237448
2017-12-02,10746.88,10938.42,11200.0,10700.0,4630.24352882
2017-12-01,10509.1,9715.55,11100.0,9360.01,12349.9590009
2017-11-30,9358.76,10759.89,10900.0,8975.0,21032.2687896
2017-11-29,10831.72,10310.04,11454.0,9500.0,18277.4630966
2017-11-28,9895.0,9717.97,10394.43,9694.94,10151.8853734
2017-11-27,9663.87,9591.76,9769.47,9300.0,7433.39727759
2017-11-26,9075.0,8872.0,9721.79,8811.1,8424.74873534
2017-11-25,8630.01,8214.57,8925.0,8214.44,6090.47795537
2017-11-24,8194.9,8096.56,8340.02,8025.01,4787.41380457
2017-11-23,8180.01,8216.69,8272.99,7900.0,3885.40631574
2017-11-22,8239.35,8178.0,8304.98,8106.99,3253.18365239
2017-11-21,8344.97,7909.17,8360.01,7818.65,6567.91569963
2017-11-20,8207.19,7969.11,8314.95,7790.0,8549.34255967
2017-11-19,7747.64,7782.99,8099.0,7668.06,3761.43081492
2017-11-18,7684.1,7605.0,7862.62,7516.48,2605.65478376
2017-11-17,7980.01,7925.01,7990.0,7450.0,6348.62517385
2017-11-16,7461.15,7274.72,7993.0,7190.0,8640.76501723
2017-11-15,7255.06,6863.82,7367.94,6801.04,7075.09821217
2017-11-14,6573.72,6686.0,6900.0,6479.93,8311.46971429
2017-11-13,6658.34,5957.67,6804.87,5931.65,17474.953137
2017-11-12,6218.78,6100.0,6500.0,5450.0,22420.659142400003
2017-11-11,6349.59,6773.9,6825.35,6100.0,11930.8928471
2017-11-10,6857.0,7253.45,7319.5,6420.0,16856.0139494
2017-11-09,7183.81,7345.01,7439.96,7101.02,6635.03415892
2017-11-08,7484.49,7349.5,7950.03,7050.11,14761.685731
2017-11-07,7061.98,7134.31,7374.89,6975.03,6292.93193291
2017-11-06,7261.73,7190.0,7410.0,6947.63,6908.32535059
2017-11-05,7526.56,7400.0,7589.79,7151.11,6589.3972922
2017-11-04,7327.32,7148.63,7511.34,7099.01,3856.19176699
2017-11-03,7349.99,7196.58,7448.78,7100.0,7305.26917506
2017-11-02,7069.02,6850.0,7336.0,6767.67,13179.665930399999
2017-11-01,6561.64,6435.35,6910.0,6365.0,9985.01675311
2017-10-31,6360.01,6132.81,6467.32,6097.8,6647.690845699999
2017-10-30,6090.35,6139.98,6204.6,6025.25,4236.47645459
2017-10-29,5989.62,5745.0,6295.03,5744.99,7141.79858726
2017-10-28,5697.32,5740.43,5817.56,5660.79,2201.8481836
2017-10-27,5759.36,5922.01,5924.99,5703.08,4941.33343876
2017-10-26,5949.88,5783.77,5992.51,5705.0,5582.49799551
2017-10-25,5481.99,5550.99,5783.77,5437.3,6072.58414288
2017-10-24,5642.35,5652.13,5772.88,5375.0,8117.32954059
2017-10-23,5793.0,5980.2,6060.28,5550.0,11525.038984899998
2017-10-22,6010.97,5946.51,6059.18,5750.0,5319.02675664
2017-10-21,6158.03,6098.72,6178.79,5900.01,5377.24376287
2017-10-20,5947.96,5685.02,6100.0,5615.0,11472.535009000001
2017-10-19,5641.83,5624.1,5745.03,5540.68,6629.55619899
